rowID_P1,responseId_P1,duration_P1,startTime_P1,NAcount_P1,age,female,male,americanIndian,asian,black,latinx,pacificIslander,white,other,state,region,edu,edu_n,inc,poli_n,voteD,voteR,id_environmentalistP1,id_exaggeratedCrisisP1,id_spaceshipP1,id_ecoCatastropheP1,id_natureStrongerP1,id_humansAbusingEnviroP1,idIndexP1,pw_watchReadP1,pw_shareP1,pw_socialMediaConvoP1,pw_participateConvoP1,pw_startConvoP1,pwConverseIndexP1,pw_recycleP1,pw_lightsOffP1,pw_compostP1,pw_avoidMeatP1,pw_productImpactP1,pw_altTransportationP1,pw_reduceWaterP1,pw_reusableBottleP1,pw_washColdP1,pw_hangDryP1,pw_reusableBagsP1,pw_useDisposableProductsP1,pw_useKeurigP1,pw_usePlasticWaterP1,pwPEBsIndexP1,cc_SeriousnessP1,cc_HarmTimeP1,cc_PersonalHarmP1,ccIndexP1,cc_CauseP1,cc_CauseP1_n,wg_goodP1,wg_positiveP1,warmGlowIndexP1,intent_watchReadP1,intent_shareP1,intent_socialMediaConvoP1,intent_participateConvoP1,intent_startConvoP1,intentConverseIndexP1,intent_recycleP1,intent_lightsOffP1,intent_compostP1,intent_avoidMeatP1,intent_productImpactP1,intent_altTransportationP1,intent_reduceWaterP1,intent_reusableBottleP1,intent_washColdP1,intent_hangDryP1,intent_reusableBagsP1,intent_useDisposableProductsP1,intent_useKeurigP1,intent_usePlasticWaterP1,intentPEBsIndexP1,treatment,task,taskSpaced,wordCount,charity,taskTime,rowID_P2,responseId_P2,duration_P2,startTime_P2,NAcount_P2,id_environmentalistP2,id_exaggeratedCrisisP2,id_spaceshipP2,id_ecoCatastropheP2,id_natureStrongerP2,id_humansAbusingEnviroP2,idIndexP2,pw_watchReadP2,pw_shareP2,pw_socialMediaConvoP2,pw_participateConvoP2,pw_startConvoP2,pwConverseIndexP2,pw_recycleP2,pw_lightsOffP2,pw_compostP2,pw_avoidMeatP2,pw_productImpactP2,pw_altTransportationP2,pw_reduceWaterP2,pw_reusableBottleP2,pw_washColdP2,pw_hangDryP2,pw_reusableBagsP2,pw_useDisposableProductsP2,pw_useKeurigP2,pw_usePlasticWaterP2,pwPEBsIndexP2,cc_SeriousnessP2,cc_HarmTimeP2,cc_PersonalHarmP2,ccIndexP2,cc_CauseP2,cc_CauseP2_n,wg_goodP2,wg_positiveP2,warmGlowIndexP2,intent_watchReadP2,intent_shareP2,intent_socialMediaConvoP2,intent_participateConvoP2,intent_startConvoP2,intentConverseIndexP2,intent_recycleP2,intent_lightsOffP2,intent_compostP2,intent_avoidMeatP2,intent_productImpactP2,intent_altTransportationP2,intent_reduceWaterP2,intent_reusableBottleP2,intent_washColdP2,intent_hangDryP2,intent_reusableBagsP2,intent_useDisposableProductsP2,intent_useKeurigP2,intent_usePlasticWaterP2,intentPEBsIndexP2
264,R_1rkRIcXhIwjBxVa,11.716666666666667,10/3/19 10:40,0,41,0,1,0,0,0,0,0,1,0,Idaho,West,Associates degree,3,32.5,-2,0,1,4,4,6,4,1,2,-1.1724857222792129,1,1,1,1,1,-0.8808374967070594,3,4,1,1,1,1,4,5,5,2,1,4,5,4,-0.35716008510285224,3,2,2,-2.3374466909779623,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,1,1,-6.939339072143271,1,1,1,1,1,-1.720395189051487,5,5,1,1,1,4,5,5,5,4,1,4,5,4,-0.4305114970960431,intrinsic,"must, capulet, tybalt, doth, good, tell, heaven, young",must  capulet  tybalt  doth  good  tell  heaven  young,8,The Vermont Historical Society,2.878916666666667,178,R_bloJ3yjrORj8ZBD,5.25,2019-10-10 13:35:27,0,4,4,5,4,1,2,-1.2206679130697295,1,1,1,1,1,-0.984266147499322,4,5,1,1,1,2,4,5,5,2,1,5,5,4,-0.24484476101448668,3,2,2,-2.470768653473333,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,4,4,-2.4039459200946958,1,1,1,1,1,-1.6155157728049747,5,5,1,1,1,4,5,5,5,4,1,5,5,5,-0.3161192966193658
265,R_3GcVMoLSQPfGhlx,12.55,10/3/19 10:40,0,47,0,1,0,0,0,0,0,1,0,New Jersey,Northeast,Trade school degree or certificate,4,32.5,-1,0,1,4,5,3,5,4,6,-0.5218496424348942,3,1,1,2,2,-0.06338024208658377,5,4,1,1,1,1,3,1,1,1,1,3,5,5,-0.40581444404704115,3,2,2,-2.3374466909779623,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.21784312256050406,5,2,2,4,4,0.11539805145429674,5,5,1,1,3,2,4,2,1,1,1,4,5,4,-0.32373554886383277,extrinsic,"romeo, juliet, nurse, come, man, friar, yet, fair, complete, dead, sir, death, make, say, me, see, capulet, tybalt, good, doth, montague, sweet, tell, mine, hear, know, must, enter, hath, true, light, give, paris, now, mercutio, night, lady, day, shall, scene, benvolio, laurence, peter, light, nothing, gregory, slain, poison, married, give, grave, mantua, exeunt, tomorrow, back, hast, first, house, blood, mother, thursday, daughter, mistress, never, banished, being, twenty, therefore, heaven, young, alone, shame",romeo  juliet  nurse  come  man  friar  yet  fair  complete  dead  sir  death  make  say  me  see  capulet  tybalt  good  doth  montague  sweet  tell  mine  hear  know  must  enter  hath  true  light  give  paris  now  mercutio  night  lady  day  shall  scene  benvolio  laurence  peter  light  nothing  gregory  slain  poison  married  give  grave  mantua  exeunt  tomorrow  back  hast  first  house  blood  mother  thursday  daughter  mistress  never  banished  being  twenty  therefore  heaven  young  alone  shame,72,The Vermont Historical Society,5.000233333333333,186,R_1SRIk7AQr1EGOAh,6.816666666666666,2019-10-10 13:35:49,0,3,6,3,5,4,5,-0.628454443123908,3,2,1,2,2,0.08362642514626344,5,5,1,1,2,1,4,1,1,1,1,3,5,5,-0.2589852606586056,2,3,2,-2.530876930835465,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,5,5,-1.0461167510724536,4,3,2,3,3,-0.11370594407418103,5,5,1,1,4,1,5,2,1,1,1,2,5,3,-0.420361741782639
266,R_3JFvJ6kXg1Owqic,19.35,10/3/19 10:33,0,23,0,1,0,0,0,0,0,1,0,Pennsylvania,Northeast,High school diploma or equivalent,2,87.5,1,1,0,3,7,6,5,2,7,-0.20704994778439115,3,1,1,1,1,-0.47525917000120854,1,3,1,1,3,2,4,4,0,5,1,5,5,5,-0.2779042210569647,4,3,4,1.81947875508108,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.21784312256050406,5,4,3,3,3,0.2409808496711935,2,4,1,1,3,4,4,1,0,0,3,5,5,5,-0.37041413227659764,intrinsic,"Beauty, nothing, peter, must, made, show, marry, sleep, come, stay, flower, sampson, soon, exit, eyes, loves, kinsman, hither, complete, friend, yet, man, stay, others, nurse, sound, take, enter, true, must, love, good, sweet, montage, doth, hand, alone.",Beauty  nothing  peter  must  made  show  marry  sleep  come  stay  flower  sampson  soon  exit  eyes  loves  kinsman  hither  complete  friend  yet  man  stay  others  nurse  sound  take  enter  true  must  love  good  sweet  montage  doth  hand  alone.,37,Environmental Defense Fund,1.2178833333333332,374,R_2tA6ajX3o1AxpN2,45.71666666666667,2019-10-10 17:29:25,0,3,7,6,2,7,2,-0.6565216804048133,1,2,2,3,1,-0.12864504842250177,2,5,1,1,3,2,5,4,0,1,2,3,5,4,-0.2402009128414893,4,3,4,1.738602314892169,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,6,0.9949499336364073,5,4,2,3,3,0.18794913129117313,3,5,1,1,4,3,5,5,0,0,3,4,3,5,-0.16477030221806424
267,R_3g5aY6qIQ1CguF8,12.783333333333333,10/3/19 10:40,0,39,0,1,0,0,0,0,0,1,0,Missouri,Midwest,"Graduate degree (Master’s, PhD, MD, JD, etc)",6,175,-1,0,1,1,7,7,7,7,7,0.33141261227541696,1,1,1,1,1,-0.8808374967070594,5,5,1,1,4,1,1,5,1,1,1,5,5,5,-0.296369853173594,4,4,1,-0.05208596861183534,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,4,4,-2.6450297553210063,1,1,1,1,1,-1.720395189051487,3,4,1,1,1,1,1,5,1,1,1,5,5,5,-1.0191176461277696,extrinsic,"beauty, nothing, peter, made, show, take, come, sleep, stay, flower, sampson, soon, exit, eyes, kinsman, straight, light, must, take, nurse, others, sound, man, yet, friend, musician, desperate, friend, earth, comes, whose, held. grave, give, paris, now, part, art, bear, time, nay, lips, fair, long, help, keep, shalt, dead, lord, word, husband, god, every, leave, within, letter, bed, servant, holy, mantua, ground, woe, said, bid, call, wit, two, life, lie, die, hour, faith, say, may old, stand, think, prince, house, day blood, scene, haste will, tybalt, doth, montague, tears, escalus, name, face, well, likie, talk, mine, hear, know, alone, shame, warant, high, fast, fall",beauty  nothing  peter  made  show  take  come  sleep  stay  flower  sampson  soon  exit  eyes  kinsman  straight  light  must  take  nurse  others  sound  man  yet  friend  musician  desperate  friend  earth  comes  whose  held. grave  give  paris  now  part  art  bear  time  nay  lips  fair  long  help  keep  shalt  dead  lord  word  husband  god  every  leave  within  letter  bed  servant  holy  mantua  ground  woe  said  bid  call  wit  two  life  lie  die  hour  faith  say  may old  stand  think  prince  house  day blood  scene  haste will  tybalt  doth  montague  tears  escalus  name  face  well  likie  talk  mine  hear  know  alone  shame  warant  high  fast  fall,103,The Vermont Historical Society,5.0009,258,R_rcJKRk83pVeZOcp,3.7666666666666666,2019-10-10 14:01:42,0,1,7,7,7,7,7,0.360946336963833,1,1,1,1,1,-0.984266147499322,1,5,1,1,3,1,1,5,1,1,1,5,5,5,-0.5491174648857516,4,4,1,-0.3341977256494859,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,5,5,-1.0461167510724536,1,1,1,1,1,-1.6155157728049747,3,5,1,1,3,1,1,5,1,1,1,5,5,5,-0.8360734948636129
268,R_1qed24R4Jf9ne8x,9.766666666666667,10/3/19 10:43,0,32,0,1,0,0,0,0,0,1,0,Pennsylvania,Northeast,Associates degree,3,62.5,0,0,0,6,3,5,6,4,4,-0.40846565711904864,5,4,3,3,2,1.6359681537148432,3,3,4,3,3,3,4,4,4,3,2,3,2,3,0.38737733858637835,3,3,2,-1.2738978016706648,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.21784312256050406,2,3,2,2,3,-0.6714945244070226,3,4,4,4,4,4,1,2,3,4,4,3,2,2,-0.4302450553316389,extrinsic,"Come, nurse, Joliet, Romeo, night, Lady, Day, good, tybalt, guess, Meg, old, pray, thank, Prince, peace, world, sir, dead, keep, comes, Earth, friar, man, dear, yet, exit, man, enter, Paris, now, back, ask, first, house, blood, mother, man, here, no, loan, image, shame, soon, Samson, stay, sleep, Merrick, made, beauty, straight, fourth, place, End",Come  nurse  Joliet  Romeo  night  Lady  Day  good  tybalt  guess  Meg  old  pray  thank  Prince  peace  world  sir  dead  keep  comes  Earth  friar  man  dear  yet  exit  man  enter  Paris  now  back  ask  first  house  blood  mother  man  here  no  loan  image  shame  soon  Samson  stay  sleep  Merrick  made  beauty  straight  fourth  place  End,54,Environmental Defense Fund,5.0018,168,R_3nHm8bHofptTypz,0.95,2019-10-10 13:35:52,0,2,4,2,3,2,2,-1.7467128657934352,2,5,3,3,4,1.5820568237442627,3,2,3,2,3,2,2,2,1,3,3,4,3,4,0.09512108752177027,1,2,2,-4.666532206179297,I don't know,0,5,5,-1.0461167510724536,3,3,2,1,3,-0.565344041418502,2,3,2,2,3,3,2,3,2,2,3,4,4,2,-0.65271705482171
269,R_3emAsZzqWo13Kwt,13.316666666666666,10/3/19 10:39,0,39,1,0,0,1,0,0,0,0,0,Texas,South,Bachelor's degree,5,125,1,1,0,3,5,5,6,5,5,-0.3573156571634162,2,1,1,2,2,-0.2661694054395092,5,4,1,1,1,1,1,3,2,1,1,3,1,5,-0.5885351012654673,3,3,3,-0.2955265973372605,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,5,-0.48701713656829093,3,2,4,4,2,-0.23175467913210035,5,4,2,2,3,3,3,2,3,2,2,4,1,4,-0.4178548919053933,control,"will, love, benvolio, laurence, face, doth, montague, make, father, bed, exeunt, servant, mercutio, villain, said, grief, sweet, heaven, cousin, husband, poor, sampson, soon, kinsman, desperate, balthasar, nay, ladies, poison, beauty, better, hast, tomorrow, mantua, farewell, shame, pardon, banished, mistress, woe, holy, exeunt, friar, dear, fair, musician, hither, send, quarrel, madam, warrant, alone, montague, doth, yet, exit, capulet, tybalt, good, wilt, child, die, eye, juliet, nurse, come, art, take, part, heart, bid, call, shall, away, haste, watch, escalus, tears, twenty, therefore, tursday, mother, blood, house, ground, dream, breath, speak, grave, forth, slain, gregory, beauty, upon, son, act, hands, fall, soul, run, foot, best, long, within, food, watch, banished,",will  love  benvolio  laurence  face  doth  montague  make  father  bed  exeunt  servant  mercutio  villain  said  grief  sweet  heaven  cousin  husband  poor  sampson  soon  kinsman  desperate  balthasar  nay  ladies  poison  beauty  better  hast  tomorrow  mantua  farewell  shame  pardon  banished  mistress  woe  holy  exeunt  friar  dear  fair  musician  hither  send  quarrel  madam  warrant  alone  montague  doth  yet  exit  capulet  tybalt  good  wilt  child  die  eye  juliet  nurse  come  art  take  part  heart  bid  call  shall  away  haste  watch  escalus  tears  twenty  therefore  tursday  mother  blood  house  ground  dream  breath  speak  grave  forth  slain  gregory  beauty  upon  son  act  hands  fall  soul  run  foot  best  long  within  food  watch  banished ,107,NA,5.000266666666667,189,R_1HqarpN8hpXMEno,6.966666666666667,2019-10-10 13:36:25,0,3,5,6,5,5,5,-0.315873374573109,3,1,1,2,2,-0.13586217810295156,5,4,1,2,2,1,2,4,2,1,1,4,1,4,-0.4244134886471066,3,2,2,-2.470768653473333,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,5,5,-1.0461167510724536,2,1,1,3,2,-1.0121261390491432,5,4,2,2,2,2,2,4,2,1,2,4,2,4,-0.6915255711200611
270,R_VIFzOhmOKoO2IO5,17.266666666666666,10/3/19 10:36,0,72,0,1,0,0,0,0,0,1,0,NA,NA,Trade school degree or certificate,4,62.5,1,1,0,6,7,7,7,6,7,0.7922269651231223,3,1,1,1,2,-0.26926610532046524,5,5,4,1,3,1,4,3,2,3,2,4,5,5,0.06983948036681994,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,3,2,4,4,0.2589002324503562,5,5,4,2,3,2,4,4,3,4,4,4,5,5,0.23626858521756283,control,"nothibg,must,come,stay,man,exit,eyes,posion,lasij,light,heath,true,enter,nurse,friar,men,yetcear,earth,comes,head,paris,heart,art,look,julietnow,fair,complete,sir,word,lord,husband,can,one,much,rest,put,death,farther,exeunt,gone,villianwoe,said,bid,lie,die,little,hour,faith,see,news,stand,thik,first,ladyshall,cell,upon,act,child,capulet,prince,first,lady,eter,shall,upon,will,wilt,thine,doth,hand,world,",nothibg must come stay man exit eyes posion lasij light heath true enter nurse friar men yetcear earth comes head paris heart art look julietnow fair complete sir word lord husband can one much rest put death farther exeunt gone villianwoe said bid lie die little hour faith see news stand thik first ladyshall cell upon act child capulet prince first lady eter shall upon will wilt thine doth hand world ,71,NA,5.001866666666667,229,R_2WPBIOJF2sasdyb,7.5,2019-10-10 13:46:35,0,6,7,7,7,6,7,0.8011992914306413,2,1,1,1,1,-0.7690214606209745,5,5,5,1,3,1,3,4,4,4,2,5,5,5,0.06324732657932033,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,5,4,4,3,4,0.6264176833681704,5,5,5,1,4,3,4,4,3,5,3,4,5,5,0.41596013458221076
271,R_2sb589DMDCss2JD,19.216666666666665,10/3/19 10:34,1,29,0,1,0,0,0,0,0,1,0,Kansas,Midwest,Bachelor's degree,5,32.5,-2,0,1,2,7,1,2,3,2,-1.6942379262739136,3,1,3,2,2,0.3424099547872628,3,5,1,1,1,3,3,1,1,2,4,5,4,5,-0.06384277387470914,1,1,1,-6.652635080788536,There is no solid evidence that the Earth is getting warmer,1,1,3,-5.5296185538856815,4,4,2,4,4,0.24269527926170942,2,2,2,2,2,2,2,NA,1,1,2,4,4,5,-0.5457595356108831,intrinsic,"juliet, romeo, capulet, tybalt, good, love, laurence, face, well, like, doth, heaven, mine, hear, know, alone, now, paris, comes, earth, upon, night, may, say, old, pray, art, can, one, much",juliet  romeo  capulet  tybalt  good  love  laurence  face  well  like  doth  heaven  mine  hear  know  alone  now  paris  comes  earth  upon  night  may  say  old  pray  art  can  one  much,30,The Vermont Historical Society,1.5712833333333334,257,R_8odyCVoHDpRaN69,5.983333333333333,2019-10-10 13:59:15,0,1,1,2,2,2,3,-2.0674940873485617,3,1,3,1,2,0.08351790634639879,1,5,1,1,2,4,2,2,1,1,3,2,5,3,-0.3976547066109307,1,1,1,-6.741163551680982,There is no solid evidence that the Earth is getting warmer,1,3,6,-1.738000129110067,4,2,4,1,4,-0.10892271396571557,1,2,1,4,2,5,2,1,2,1,2,5,5,2,-0.6508773684547353
272,R_3DjV4UuvP4rX6gP,17.966666666666665,10/3/19 10:35,0,41,1,0,0,0,0,0,0,1,0,Alabama,South,High school diploma or equivalent,2,12.5,2,1,0,5,6,6,6,6,6,0.26419387594824123,3,1,1,1,1,-0.47525917000120854,1,5,1,2,3,1,4,5,5,1,1,5,5,5,-0.101966011383984,4,4,3,1.9046564400549733,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,7,0.9227033816892992,5,4,3,3,4,0.39714953864099406,3,5,1,4,5,2,5,5,5,4,3,5,5,5,0.40330560708087027,extrinsic,"romeo, juliet, capulet, will, love, good, now, doth, make, hand, world, think, prince, god, bed, father, paris, death, sir, see, news, one, much, time, tell, know, young, heaven, montague, peace, night, back, house, blood, never, banished, therefore, face, like, servant, mother, dream, fair, friar, can, life, upon, away, shall, tears, talk, black, best, soul, fall, put, rest, sun, sweet, grief, none, stand, old, pray, hence, ever, letter, within, hour,",romeo  juliet  capulet  will  love  good  now  doth  make  hand  world  think  prince  god  bed  father  paris  death  sir  see  news  one  much  time  tell  know  young  heaven  montague  peace  night  back  house  blood  never  banished  therefore  face  like  servant  mother  dream  fair  friar  can  life  upon  away  shall  tears  talk  black  best  soul  fall  put  rest  sun  sweet  grief  none  stand  old  pray  hence  ever  letter  within  hour ,69,Environmental Defense Fund,5.000633333333334,260,R_T7tgwkQRLIwBt9D,10.116666666666667,2019-10-10 13:55:49,0,5,7,6,7,6,7,0.5947191275283983,3,1,1,1,1,-0.5537767737426272,1,5,1,2,3,1,5,5,5,1,1,5,5,5,-0.11354792822567367,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,6,0.31171241794978877,5,3,2,3,4,0.19784951770790113,2,5,2,4,5,2,5,5,5,2,3,5,5,5,0.2935992340937479
273,R_AzXu6NNgjjlPMY1,19.666666666666668,10/3/19 10:34,0,33,0,1,0,0,0,0,0,1,0,Rhode Island,Northeast,Bachelor's degree,5,62.5,-2,0,1,6,6,7,2,6,7,0.18292456433425763,3,1,1,1,3,-0.06327304063972197,3,5,3,3,5,3,5,5,2,5,4,3,5,5,0.44119971839915145,4,1,4,-0.307619023533515,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6492795615012592,5,2,4,5,5,0.7037179888134436,5,5,1,1,5,1,5,5,5,5,5,5,5,5,0.5323978157452042,control,"juliet, romeo, complete, will, good, heaven, young, alone, like, love, face, tybalt, lady, night, enter, hath, come, nurse, art, man, men, friar, yet, exit, eyes, doth, mine, hear, talk, black, sir, dead, complete, lord, god word, see, much, upon, benvolio, laurence, servant, back, hast, first, house, blood, tears, name, fall, child, can, look, one, nay, lips, heart, part, head, breath, dream, light, marries, nothing, peter, many, position, slain, sweet, grief, thine, tomb, without, news, cell, mother, thursday, daughter, banished, therefore, bring, twenty, heavy, better, second, scene, soul, run, wife, bear, sleep, beauty, gregory, poison, prince, peace, bed, father, within, letter, ever, hold, whose, desperate, friend, wilt, world, pray. madam, die, act,",juliet  romeo  complete  will  good  heaven  young  alone  like  love  face  tybalt  lady  night  enter  hath  come  nurse  art  man  men  friar  yet  exit  eyes  doth  mine  hear  talk  black  sir  dead  complete  lord  god word  see  much  upon  benvolio  laurence  servant  back  hast  first  house  blood  tears  name  fall  child  can  look  one  nay  lips  heart  part  head  breath  dream  light  marries  nothing  peter  many  position  slain  sweet  grief  thine  tomb  without  news  cell  mother  thursday  daughter  banished  therefore  bring  twenty  heavy  better  second  scene  soul  run  wife  bear  sleep  beauty  gregory  poison  prince  peace  bed  father  within  letter  ever  hold  whose  desperate  friend  wilt  world  pray. madam  die  act ,111,NA,5.0018,184,R_cOUaoTPgRfLHlcJ,6.4,2019-10-10 13:34:57,0,7,7,7,7,7,7,0.9969647194901499,3,1,1,2,1,-0.34319979230145525,5,5,1,1,3,1,5,5,5,5,5,5,5,5,0.31960811899809466,4,4,3,1.7395179673721841,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,7,7,1.6695415869720311,3,3,3,3,3,-0.1301513616120093,5,5,1,1,5,1,5,5,5,5,5,5,5,5,0.3271575328918734
274,R_2EzNzmDS7mwW2j2,10.416666666666666,10/3/19 10:44,0,30,0,1,0,0,0,0,0,1,0,California,West,High school diploma or equivalent,2,12.5,-2,0,1,6,2,2,3,2,3,-1.4217837170433312,2,1,1,2,1,-0.4721624701202525,2,2,1,1,2,2,2,2,1,1,1,4,5,2,-0.7485901416925836,2,2,2,-3.474080839062898,I don't know,0,6,5,-0.48701713656829093,4,4,4,4,3,0.3711255060145253,3,3,3,2,4,3,4,3,2,1,3,1,3,3,-0.34165830476603953,intrinsic,"come, nurse, juliet, romeo, capulet, will, good, laurence, heaven, mercutio, benvolio, doth, montague, lady, day, house, shall, upon, man, friar, yet, complete, enter, hath, paris, give, exit, eyes, married, slain, poison, many nothing, back, house, blood, thursday, banished name, tears",come  nurse  juliet  romeo  capulet  will  good  laurence  heaven  mercutio  benvolio  doth  montague  lady  day  house  shall  upon  man  friar  yet  complete  enter  hath  paris  give  exit  eyes  married  slain  poison  many nothing  back  house  blood  thursday  banished name  tears,40,Environmental Defense Fund,5.000183333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,R_3mdwamv9H2PKvyO,10.216666666666667,10/3/19 10:44,0,29,1,0,0,0,1,0,0,0,0,California,West,Bachelor's degree,5,62.5,2,1,0,7,2,6,7,2,7,0.02953081896081547,3,2,1,4,1,0.3697630893630519,4,4,4,5,4,5,4,4,4,5,5,2,2,3,0.46539152987655213,4,3,4,1.81947875508108,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,6,7,0.9227033816892992,4,5,5,4,5,0.9692645228114941,5,4,4,5,4,4,5,4,5,4,4,1,2,2,0.38401799586342517,intrinsic,come nurse  romeo well like,come nurse  romeo well like,5,The Vermont Historical Society,1.7702,249,R_9KvvOWFzf3l5YTn,5.683333333333334,2019-10-10 13:56:47,0,7,1,6,7,1,6,-0.23719166354523208,2,3,3,4,2,0.9389813702899974,5,4,5,4,5,4,4,4,5,4,4,2,1,2,0.5195694607550445,4,1,4,-0.33694468308953107,The Earth is getting warmer mostly because of natural patterns in the Earth’s environment,2,7,7,1.6695415869720311,4,5,5,5,4,1.043657587798874,4,5,5,5,4,5,4,5,5,4,4,1,2,1,0.46732102713938123
276,R_Ck95a98c8lUEtON,21.616666666666667,10/3/19 10:33,0,28,1,0,0,0,0,0,0,1,0,Tennessee,South,High school diploma or equivalent,2,12.5,2,1,0,6,5,2,4,4,6,-0.5107393852045383,2,1,1,1,2,-0.47205526867339065,3,5,1,3,3,1,4,5,4,0,3,5,5,5,0.01399577554787569,3,0,3,-0.2807891993330023,The Earth is getting warmer mostly because of human activity such as burning fossil fuels,3,4,6,-1.235309237063416,4,3,2,4,4,0.09919309826564998,4,5,1,4,4,1,4,5,4,2,4,1,5,5,0.040216131826875084,intrinsic,"love, shall, let, night, back, tomorrow, holy, gone, villain, can, one, much, rest, death, put, little, hour, faith, die, still, see, news, say know, mine, hear, sweet, tell, hand, done, madam, world, prince, peace, think, old, pray, hence, bed, father, quarrel, within, letter, bed, dead, keep, long, help, fair, men, friar, yet, complete, eyes, loves, exit, soon, stay, come, take, sleep, marry, show, nothing, slain, married, tonight, servant, now, head, breath, place, forth, gentle, grave, give, poison, many, straight, beauty, one, much, art, heart, part, bear, nurse, wife, lips, nay, tears, banished, therefore, twenty, bring, mistress, daughter, mother, house, back, lady, day, bid, call, wit, said, away, woe, years, body, better, move, answer, master, talk, black, like, mine, hear, tongue, alone, warrant, shame, pardon, meet, son, act, joy, hands, run, haste, fear, lies, poor, sun, get, play, time, dear, men, law, mean, grave, ladies, gentle, forth, place, made, sound",love  shall  let  night  back  tomorrow  holy  gone  villain  can  one  much  rest  death  put  little  hour  faith  die  still  see  news  say know  mine  hear  sweet  tell  hand  done  madam  world  prince  peace  think  old  pray  hence  bed  father  quarrel  within  letter  bed  dead  keep  long  help  fair  men  friar  yet  complete  eyes  loves  exit  soon  stay  come  take  sleep  marry  show  nothing  slain  married  tonight  servant  now  head  breath  place  forth  gentle  grave  give  poison  many  straight  beauty  one  much  art  heart  part  bear  nurse  wife  lips  nay  tears  banished  therefore  twenty  bring  mistress  daughter  mother  house  back  lady  day  bid  call  wit  said  away  woe  years  body  better  move  answer  master  talk  black  like  mine  hear  tongue  alone  warrant  shame  pardon  meet  son  act  joy  hands  run  haste  fear  lies  poor  sun  get  play  time  dear  men  law  mean  grave  ladies  gentle  forth  place  made  sound,149,Environmental Defense Fund,5.0004333333333335,217,R_2cdslhJbTElVwMl,7.316666666666666,2019-10-10 13:43:07,0,6,5,4,5,4,5,-0.2885807479107866,2,1,1,2,2,-0.35110686498129895,4,5,1,2,3,1,5,5,0,0,3,5,5,5,-0.06725275239578707,3,4,3,0.6416361910192022,I don't know,0,5,5,-1.0461167510724536,4,1,1,4,4,-0.24309812949810422,4,5,1,2,4,1,5,5,4,2,4,5,5,5,0.07921113154417574
